Terminal log file
Date: 3/28/2020 - 10:48:41 PM
-----------------------------------------------
breezy,1,33799, 0.00,-0.30,-304.00,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,19768
breezy,1,33854, 0.00, 0.00,-304.00,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0, 7814
breezy,1,33908, 0.00, 0.03,-304.00,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,18063
breezy,1,33963, 0.00, 0.27,-303.67,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0, 2976
breezy,1,34018, 0.00,-0.10,-303.67,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,19402
breezy,1,34072, 0.00,-0.30,-304.00,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0, 3673
breezy,1,34127, 0.00,-0.40,-304.00,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,23943
breezy,1,34182, 0.00,-0.40,-304.33,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0, 5574
breezy,1,34237, 0.00,-0.27,-304.33,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,29532
breezy,1,34291, 0.00, 0.17,-304.33,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,51765
breezy,1,34347, 0.00, 0.33,-304.00,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,37220
breezy,1,34401, 0.00, 1.60,-303.67,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,55370
breezy,1,34455, 0.00, 2.33,-302.67,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,19160
breezy,1,34510, 0.00, 3.87,-301.33,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,63122
breezy,1,34565, 0.00, 2.77,-300.67,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,10198
breezy,1,34620, 0.00, 5.50,-298.67,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,50212
breezy,1,34674, 0.00,10.03,-295.33,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0, 2396
breezy,1,34729, 0.00,12.20,-291.33,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,53948
breezy,1,34784, 0.00,18.60,-285.00,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,28643
breezy,1,34839, 0.00,17.77,-279.33,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,48434
breezy,1,34893, 0.00,20.57,-272.33,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,16373
breezy,1,34949, 0.00,24.20,-264.33,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,34323
breezy,1,35003, 0.00,28.23,-255.00,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,41348
breezy,1,35058, 0.00,32.37,-244.00,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,50212
breezy,1,35112, 0.00,37.43,-231.67,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0, 3026
breezy,1,35168, 0.00,33.33,-220.33,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,55029
breezy,1,35222, 0.00,32.43,-209.67,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,16536
breezy,1,35276, 0.00,33.57,-198.33,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,23635
breezy,1,35332, 0.00,34.83,-187.00,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,62817
breezy,1,35386, 0.00,36.57,-174.67,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,11894
breezy,1,35441, 0.00,37.73,-162.00,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,40521
breezy,1,35495, 0.00,37.33,-149.67,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0, 1409
breezy,1,35551, 0.00,36.27,-137.67,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,43915
breezy,1,35605, 0.00,35.07,-126.00,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,55189
breezy,1,35660, 0.00,33.53,-114.67,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,33186
breezy,1,35715, 0.00,32.03,-104.00,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,47930
breezy,1,35770, 0.00,31.50,-93.67,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0, 1934
breezy,1,35824, 0.00,32.03,-83.00,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,16545
breezy,1,35878, 0.00,31.80,-72.33,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,63363
breezy,1,35934, 0.00,30.67,-62.00,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,37562
breezy,1,35988, 0.00,31.20,-51.67,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,55940
breezy,1,36042, 0.00,31.57,-41.00,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,52838
breezy,1,36098, 0.00,30.40,-31.00,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,13860
breezy,1,36152, 0.00,30.03,-21.00,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,17430
breezy,1,36207, 0.00,29.73,-11.00,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,34633
breezy,1,36261, 0.00,30.00,-1.00,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,39866
breezy,1,36316, 0.00,30.40, 8.67,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0, 3509
breezy,1,36370, 0.00,29.40,18.67,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,27786
breezy,1,36425, 0.00,27.60,27.67,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,48076
breezy,1,36480, 0.00,27.80,37.00,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,16321
breezy,1,36534, 0.00,29.17,46.67,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,52503
breezy,1,36588, 0.00,29.07,56.33,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,32278
breezy,1,36643, 0.00,26.90,65.33,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,14766
breezy,1,36698, 0.00,26.50,74.33,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,33336
breezy,1,36752, 0.00,26.40,83.00,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,22928
breezy,1,36807, 0.00,26.17,91.67,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,52567
breezy,1,36861, 0.00,25.20,100.00,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,11183
breezy,1,36916, 0.00,24.33,108.33,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,37596
breezy,1,36971, 0.00,24.30,116.33,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,35873
breezy,1,37025, 0.00,24.40,124.33,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,27469
breezy,1,37080, 0.00,23.50,132.33,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,59098
breezy,1,37135, 0.00,20.63,139.33,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,58985
breezy,1,37189, 0.00,19.40,145.67,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,55609
breezy,1,37243, 0.00,20.07,152.33,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,48139
breezy,1,37299, 0.00,19.67,159.00,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,48965
breezy,1,37353, 0.00,18.20,165.00,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0, 8663
breezy,1,37407, 0.00,16.10,170.33,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,62609
breezy,1,37463, 0.00,15.80,175.67,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,26043
breezy,1,37517, 0.00,16.43,181.00,  0.0, 0, 0, 0,  0, 0.00, 0.0, 0.0, 0.0,  0,  0,24670
